NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지,대지위치_표제부,도로명대지위치_표제부,매칭단계
6676,서울특별시 중구 입정동,집합,277,을지로15길,일반상업,제1종근린생활,25m미만,59.31, ,"37,943",,개인,법인,202507,31,,2023.0,-,직거래,-,,,매칭실패
6677,서울특별시 노원구 상계동,일반,서울특별시 노원구 상계동 730번지,서울특별시 노원구 동일로 1395 (상계동),일반상업,업무,25m이상,5558.7,1189.1,"4,000,000",,법인,법인,202507,30,,1988.0,-,직거래,-,서울특별시 노원구 상계동 730번지,서울특별시 노원구 동일로 1395 (상계동),1단계: 정확매칭
6678,서울특별시 광진구 자양동,일반,서울특별시 광진구 자양동 657-5번지,서울특별시 광진구 자양로 65 (자양동),제3종일반주거,제2종근린생활,25m이상,2062.51,591.1,"1,480,000",,법인,개인,202507,30,,2001.0,-,중개거래,서울 광진구,서울특별시 광진구 자양동 657-5번지,서울특별시 광진구 자양로 65 (자양동),1단계: 정확매칭
6679,서울특별시 종로구 가회동,일반,3*,북촌로11나길,제1종일반주거,제2종근린생활,8m미만,50.9,82.6,"120,000",,개인,법인,202507,30,,,-,직거래,-,,,매칭실패
6680,서울특별시 중구 을지로7가,일반,4*,퇴계로67길,일반상업,제1종근린생활,8m미만,28.53,66.1,"65,000",,법인,개인,202507,30,,,-,중개거래,서울 중구,,,매칭실패
6681,서울특별시 종로구 낙원동,집합,94,,일반상업,제2종근린생활,8m미만,1200.61, ,"885,000",,법인,개인,202507,30,,,-,중개거래,서울 강남구,,,매칭실패
6682,서울특별시 영등포구 영등포동3가,집합,46278,영중로,일반상업,판매,25m이상,4.96, ,"4,000",,법인,개인,202507,30,,2005.0,-,직거래,-,,,매칭실패
6683,서울특별시 영등포구 여의도동,집합,49430,여의나루로,일반상업,제1종근린생활,25m이상,7.79, ,"4,600",3.0,개인,개인,202507,30,지분,1979.0,-,직거래,-,,,매칭실패
6684,서울특별시 강서구 마곡동,집합,759-1,마곡서로,일반상업,업무,25m미만,35.64, ,"26,000",,법인,개인,202507,30,,2017.0,-,중개거래,서울 강서구,,,매칭실패
6685,서울특별시 강서구 마곡동,집합,759-1,마곡서로,일반상업,업무,25m미만,32.14, ,"24,000",,법인,개인,202507,30,,2017.0,-,중개거래,서울 강서구,,,매칭실패
6686,서울특별시 구로구 구로동,집합,서울특별시 구로구 구로동 443번지,서울특별시 구로구 구로중앙로27나길 9 (구로동),준공업,판매,25m이상,31.68, ,"62,800",,법인,개인,202507,30,,1996.0,-,중개거래,서울 구로구,서울특별시 구로구 구로동 443번지,서울특별시 구로구 구로중앙로27나길 9 (구로동),2단계: 건축년도+연면적
6687,서울특별시 중구 남대문로2가,일반,1*,남대문로,중심상업,제2종근린생활,25m이상,32.89,6.08,"200,000",,개인,개인,202507,30,지분,1934.0,-,직거래,-,,,매칭실패
6688,서울특별시 종로구 옥인동,일반,서울특별시 강북구 미아동 8-298번지,서울특별시 강북구 월계로21나길 42-1 (미아동),제1종일반주거,제1종근린생활,8m미만,117.85,229,"250,000",,개인,개인,202507,30,,1976.0,-,중개거래,서울 종로구,서울특별시 강북구 미아동 8-298번지,서울특별시 강북구 월계로21나길 42-1 (미아동),2단계: 건축년도+연면적
6689,서울특별시 동대문구 전농동,집합,295-48,전농로15길,근린상업,판매,8m미만,24.43, ,"26,000",,개인,개인,202507,30,,1969.0,-,중개거래,서울 동대문구,,,매칭실패
6690,서울특별시 동대문구 전농동,집합,295-48,전농로15길,근린상업,판매,8m미만,17.45, ,"19,000",,개인,개인,202507,30,,1969.0,-,중개거래,서울 동대문구,,,매칭실패
6691,서울특별시 은평구 응암동,집합,376-33,응암로,근린상업,제2종근린생활,8m미만,28.26, ,"14,500",4.0,개인,개인,202507,30,,2014.0,20250807,직거래,-,,,매칭실패
6692,서울특별시 강남구 논현동,집합,46137,,제1종일반주거,제2종근린생활,8m미만,333.35, ,"370,000",,법인,개인,202507,30,,,20250912,중개거래,서울 강남구,,,매칭실패
6693,서울특별시 강남구 논현동,집합,46137,,제1종일반주거,제2종근린생활,8m미만,333.35, ,"370,000",,개인,개인,202507,30,,,-,중개거래,서울 강남구,,,매칭실패
6694,서울특별시 강남구 논현동,일반,2**,봉은사로37길,제3종일반주거,제1종근린생활,8m미만,4747.59,692,"3,100,000",,법인,법인,202507,30,,,-,직거래,-,,,매칭실패
6695,서울특별시 동대문구 전농동,일반,서울특별시 동대문구 전농동 495-20번지,서울특별시 동대문구 답십리로21길 11 (전농동),제3종일반주거,제1종근린생활,12m미만,305.12,109,"137,200",,개인,개인,202507,30,,1991.0,-,직거래,-,서울특별시 동대문구 전농동 495-20번지,서울특별시 동대문구 답십리로21길 11 (전농동),2단계: 건축년도+연면적
6696,서울특별시 동대문구 청량리동,집합,235-4,왕산로,일반상업,제1종근린생활,25m이상,32.37, ,"54,000",,개인,개인,202507,30,,1978.0,-,중개거래,서울 동대문구,,,매칭실패
6697,서울특별시 동작구 동작동,집합,333,동작대로39길,제2종일반주거,제2종근린생활,25m이상,25.44, ,"51,000",1.0,개인,개인,202507,30,,2013.0,-,중개거래,서울 동작구,,,매칭실패
6698,서울특별시 관악구 봉천동,집합,1718-6,성현로,제3종일반주거,제2종근린생활,25m미만,25.02, ,800,1.0,개인,개인,202507,30,,2004.0,-,직거래,-,,,매칭실패
6699,서울특별시 송파구 문정동,집합,651-6,법원로8길,일반상업,업무,25m이상,25.09, ,"24,000",4.0,개인,개인,202507,30,지분,2018.0,-,직거래,-,,,매칭실패
6700,서울특별시 송파구 문정동,집합,628,충민로,유통상업,판매,25m이상,91.24, ,"75,000",,법인,개인,202507,30,,,-,중개거래,서울 송파구,,,매칭실패
6701,서울특별시 서초구 서초동,일반,서울특별시 강남구 논현동 254-18번지,서울특별시 강남구 선릉로 645 (논현동),제3종일반주거,제1종근린생활,25m미만,1350.0,461.1,"1,285,000",,법인,개인,202507,30,,1984.0,-,중개거래,서울 서초구,서울특별시 강남구 논현동 254-18번지,서울특별시 강남구 선릉로 645 (논현동),3단계: 오차범위±10%
6702,서울특별시 서초구 양재동,일반,서울특별시 서대문구 홍은동 332-11번지,서울특별시 서대문구 가좌로2길 35 (홍은동),제2종일반주거,제2종근린생활,25m미만,993.01,382.8,"960,700",,법인,법인,202507,30,,2013.0,-,중개거래,서울 서초구,서울특별시 서대문구 홍은동 332-11번지,서울특별시 서대문구 가좌로2길 35 (홍은동),3단계: 오차범위±10%
6703,서울특별시 영등포구 도림동,집합,238-18,도신로19길,준공업,제2종근린생활,8m미만,20.2, ,"18,000",2.0,개인,법인,202507,30,,2020.0,-,직거래,-,,,매칭실패
6704,서울특별시 송파구 신천동,집합,7,올림픽로35길,제1종일반주거,제1종근린생활,25m이상,37.13, ,"80,000",,개인,개인,202507,30,지분,1979.0,-,직거래,-,,,매칭실패
6705,서울특별시 동작구 동작동,집합,333,동작대로39길,제2종일반주거,제2종근린생활,25m이상,23.29, ,"45,000",1.0,개인,개인,202507,30,,2013.0,-,중개거래,서울 동작구,,,매칭실패
6706,서울특별시 종로구 창성동,일반,서울특별시 종로구 창성동 138-2번지,서울특별시 종로구 자하문로 42 (창성동),제2종일반주거,제2종근린생활,25m이상,288.78,142.1,"463,000",,법인,개인,202507,30,,1989.0,-,직거래,-,서울특별시 종로구 창성동 138-2번지,서울특별시 종로구 자하문로 42 (창성동),2단계: 건축년도+연면적
6707,서울특별시 서초구 서초동,집합,1307-7,강남대로61길,일반상업,업무,25m미만,28.96, ,"45,000",2.0,개인,개인,202507,30,,,-,중개거래,서울 서초구,,,매칭실패
6708,서울특별시 동작구 상도1동,집합,522,매봉로,제3종일반주거,제2종근린생활,12m미만,89.3, ,"62,000",,개인,법인,202507,29,,2020.0,-,중개거래,서울 동작구,,,매칭실패
6709,서울특별시 영등포구 대림동,집합,694-1,도림로47길,제3종일반주거,제2종근린생활,25m미만,57.92, ,"30,600",3.0,개인,개인,202507,29,,2018.0,-,중개거래,서울 영등포구,,,매칭실패
6710,서울특별시 서초구 양재동,일반,서울특별시 송파구 가락동 188-12번지,서울특별시 송파구 오금로46길 33-1 (가락동),제2종일반주거,제2종근린생활,8m미만,600.75,238.6,"790,000",,법인,법인,202507,29,,2021.0,-,중개거래,서울 서초구,서울특별시 송파구 가락동 188-12번지,서울특별시 송파구 오금로46길 33-1 (가락동),3단계: 오차범위±10%
6711,서울특별시 영등포구 당산동2가,집합,47515,영등포로,준공업,제2종근린생활,25m이상,17.08, ,"12,000",,개인,개인,202507,29,,1987.0,-,중개거래,서울 영등포구,,,매칭실패
6712,서울특별시 동작구 상도1동,집합,720-2,양녕로,제2종일반주거,제1종근린생활,25m미만,74.42, ,"60,000",1.0,기타,개인,202507,29,,2008.0,-,직거래,-,,,매칭실패
6713,서울특별시 강동구 성내동,일반,서울특별시 강동구 성내동 456-2번지,서울특별시 강동구 성안로3길 127 (성내동),제2종일반주거,제1종근린생활,12m미만,590.4,304.2,"410,000",,법인,개인,202507,29,,1984.0,20250908,중개거래,서울 강동구,서울특별시 강동구 성내동 456-2번지,서울특별시 강동구 성안로3길 127 (성내동),2단계: 건축년도+연면적
6714,서울특별시 성동구 성수동2가,일반,서울특별시 관악구 봉천동 41-562번지,서울특별시 관악구 은천로32길 24 (봉천동),준공업,제1종근린생활,8m미만,195.9,111.4,"401,000",,법인,법인,202507,29,,1993.0,-,중개거래,서울 성동구,서울특별시 관악구 봉천동 41-562번지,서울특별시 관악구 은천로32길 24 (봉천동),2단계: 건축년도+연면적
6715,서울특별시 은평구 대조동,집합,240,불광로,일반상업,판매,25m이상,5.74, ,"4,300",,개인,개인,202507,29,,2005.0,-,중개거래,서울 은평구,,,매칭실패
6716,서울특별시 강서구 마곡동,집합,774-4,공항대로,일반상업,업무,25m이상,68.88, ,"29,500",6.0,개인,개인,202507,29,,2016.0,-,중개거래,서울 강서구,,,매칭실패
6717,서울특별시 중구 충무로4가,일반,1**,충무로2길,일반상업,제2종근린생활,12m미만,181.35,71.7,"210,000",,개인,개인,202507,29,,,-,중개거래,서울 중구,,,매칭실패
6718,서울특별시 구로구 신도림동,일반,서울특별시 구로구 신도림동 396-153번지,서울특별시 구로구 신도림로11가길 19-5 (신도림동),준공업,제1종근린생활,8m미만,49.26,79,"80,000",,개인,개인,202507,29,,1968.0,-,중개거래,서울 구로구,서울특별시 구로구 신도림동 396-153번지,서울특별시 구로구 신도림로11가길 19-5 (신도림동),2단계: 건축년도+연면적
6719,서울특별시 강남구 대치동,집합,511,삼성로,제1종일반주거,제1종근린생활,25m이상,17.93, ,"150,000",1.0,개인,개인,202507,29,,1984.0,-,중개거래,서울 강남구,,,매칭실패
6720,서울특별시 은평구 신사동,집합,46319,증산로21길,제3종일반주거,제2종근린생활,12m미만,69.01, ,"23,700",2.0,개인,개인,202507,29,,2012.0,-,중개거래,서울 은평구,,,매칭실패
6721,서울특별시 금천구 독산동,집합,1022-111,독산로70가길,제2종일반주거,제2종근린생활,8m미만,24.68, ,"9,400",1.0,개인,개인,202507,29,,2022.0,-,중개거래,서울 금천구,,,매칭실패
6722,서울특별시 영등포구 여의도동,집합,46039,국회대로,일반상업,제2종근린생활,25m이상,51.2, ,"51,000",2.0,개인,개인,202507,29,,1986.0,-,중개거래,서울 영등포구,,,매칭실패
6723,서울특별시 영등포구 여의도동,집합,52688,,일반상업,업무,25m미만,64.75, ,"52,500",,법인,법인,202507,29,,,-,중개거래,"서울 도봉구, 서울 영등포구",,,매칭실패
6724,서울특별시 동대문구 청량리동,집합,235-4,왕산로,일반상업,제2종근린생활,25m이상,37.0, ,"45,900",,개인,개인,202507,29,,1978.0,-,중개거래,서울 동대문구,,,매칭실패
6725,서울특별시 광진구 화양동,집합,46206,아차산로,일반상업,업무,25m이상,30.3, ,"23,000",13.0,개인,개인,202507,29,,2006.0,-,중개거래,서울 광진구,,,매칭실패
6726,서울특별시 용산구 원효로1가,집합,133-3,백범로,일반상업,제2종근린생활,25m이상,46.56, ,"52,200",2.0,개인,개인,202507,29,,2010.0,-,중개거래,서울 용산구,,,매칭실패
6727,서울특별시 영등포구 영등포동5가,집합,24,영등포로37길,준주거,제1종근린생활,8m미만,14.58, ,"10,000",,개인,개인,202507,29,,1971.0,20250730,직거래,-,,,매칭실패
6728,서울특별시 동대문구 청량리동,집합,235-4,왕산로,일반상업,교육연구,25m이상,37.0, ,"45,900",,개인,개인,202507,29,,1978.0,-,중개거래,서울 동대문구,,,매칭실패
6729,서울특별시 양천구 목동,집합,923,목동서로,일반상업,교육연구,25m이상,31.77, ,"25,000",7.0,개인,개인,202507,29,,1996.0,-,중개거래,"서울 도봉구, 서울 양천구",,,매칭실패
6730,서울특별시 중랑구 중화동,집합,314-8,동일로129길,제2종일반주거,제2종근린생활,8m미만,57.04, ,"10,000",1.0,법인,개인,202507,29,,2016.0,-,중개거래,서울 중랑구,,,매칭실패
6731,서울특별시 용산구 원효로1가,집합,133-3,백범로,일반상업,제2종근린생활,25m이상,51.49, ,"57,800",2.0,개인,개인,202507,29,,2010.0,-,중개거래,서울 용산구,,,매칭실패
6732,서울특별시 강남구 일원동,집합,734,광평로10길,제2종일반주거,제1종근린생활,25m이상,9.28, ,"59,000",,개인,개인,202507,29,,1993.0,-,중개거래,서울 강남구,,,매칭실패
6733,서울특별시 마포구 현석동,집합,225,토정로18길,제2종일반주거,제1종근린생활,25m미만,32.89, ,"67,250",1.0,개인,개인,202507,29,,2016.0,-,직거래,-,,,매칭실패
6734,서울특별시 영등포구 여의도동,집합,46039,국회대로,일반상업,제2종근린생활,25m이상,51.2, ,"51,000",2.0,개인,개인,202507,29,,,-,중개거래,서울 영등포구,,,매칭실패
6735,서울특별시 금천구 시흥동,집합,984,시흥대로,준공업,제2종근린생활,25m이상,22.86, ,"25,318",3.0,개인,개인,202507,29,,1987.0,-,중개거래,"서울 관악구, 서울 금천구",,,매칭실패
6736,서울특별시 금천구 시흥동,일반,서울특별시 금천구 시흥동 911-4번지,서울특별시 금천구 금하로 714-2 (시흥동),준주거,제2종근린생활,8m미만,148.43,134.7,"120,000",,개인,개인,202507,29,,1981.0,-,중개거래,"서울 관악구, 서울 금천구",서울특별시 금천구 시흥동 911-4번지,서울특별시 금천구 금하로 714-2 (시흥동),1단계: 정확매칭
6737,서울특별시 강남구 개포동,집합,1281,삼성로,제2종일반주거,제2종근린생활,25m이상,23.94, ,"95,000",,개인,개인,202507,29,,2019.0,-,중개거래,서울 강남구,,,매칭실패
6738,서울특별시 마포구 도화동,집합,560,독막로,일반상업,제1종근린생활,25m미만,36.97, ,"90,000",1.0,개인,개인,202507,28,,2006.0,-,직거래,-,,,매칭실패
6739,서울특별시 강서구 마곡동,집합,799-16,마곡중앙2로,준주거,업무,25m미만,54.88, ,"30,300",5.0,개인,개인,202507,28,,2019.0,-,중개거래,서울 강서구,,,매칭실패
6740,서울특별시 강남구 삼성동,집합,158-10,테헤란로87길,일반상업,제2종근린생활,25m이상,81.4, ,"63,000",3.0,개인,개인,202507,28,지분,2006.0,-,직거래,-,,,매칭실패
6741,서울특별시 용산구 이태원동,집합,254-38,회나무로13가길,제2종일반주거,제1종근린생활,8m미만,46.56, ,"32,000",,법인,개인,202507,28,,2002.0,-,중개거래,서울 용산구,,,매칭실패
6742,서울특별시 중구 회현동1가,집합,32203,퇴계로10길,준주거,제1종근린생활,8m미만,86.54, ,"30,000",1.0,법인,개인,202507,28,,2023.0,-,직거래,-,,,매칭실패
6743,서울특별시 양천구 목동,일반,서울특별시 양천구 목동 318-5번지,서울특별시 양천구 목동중앙남로16다길 6-19 (목동),제1종일반주거,기타,8m미만,502.75,400,"222,900",,법인,법인,202507,28,,1983.0,-,직거래,-,서울특별시 양천구 목동 318-5번지,서울특별시 양천구 목동중앙남로16다길 6-19 (목동),2단계: 건축년도+연면적
6744,서울특별시 양천구 신정동,집합,311,목동서로,제3종일반주거,판매,25m이상,21.0, ,"73,000",2.0,개인,개인,202507,28,,1987.0,-,중개거래,서울 양천구,,,매칭실패
6745,서울특별시 종로구 종로5가,집합,314-7,청계천로,일반상업,판매,12m미만,4.32, ,"1,300",,개인,개인,202507,28,,1984.0,-,직거래,-,,,매칭실패
6746,서울특별시 강남구 삼성동,일반,1**,테헤란로,일반상업,제1종근린생활,25m이상,30912.95,2233.2,"44,350,000",,법인,법인,202507,28,,,-,직거래,-,,,매칭실패
6747,서울특별시 종로구 종로5가,집합,314-7,청계천로,일반상업,제2종근린생활,12m미만,4.78, ,"1,300",,개인,개인,202507,28,,1984.0,-,직거래,-,,,매칭실패
6748,서울특별시 강남구 개포동,집합,652,개포로,제3종일반주거,판매,25m미만,12.62, ,"90,000",,개인,개인,202507,28,,1984.0,-,중개거래,서울 강남구,,,매칭실패
6749,서울특별시 은평구 구산동,집합,46106,서오릉로11길,준주거,제2종근린생활,8m미만,53.17, ,"15,000",2.0,개인,개인,202507,28,,2010.0,-,중개거래,서울 은평구,,,매칭실패
6750,서울특별시 강서구 공항동,집합,19146,송정로,제2종일반주거,제2종근린생활,8m미만,30.63, ,"15,500",2.0,개인,개인,202507,28,,2016.0,-,중개거래,서울 강서구,,,매칭실패
6751,서울특별시 금천구 가산동,집합,549-1,가산디지털2로,준공업,업무,25m미만,94.16, ,"64,800",,법인,법인,202507,28,,2022.0,-,중개거래,"경기 성남시 분당구, 서울 금천구",,,매칭실패
6752,서울특별시 구로구 구로동,집합,735-95,구로동로22길,제2종일반주거,판매,12m미만,24.33, ,"13,100",,개인,개인,202507,28,,,-,직거래,-,,,매칭실패
6753,서울특별시 강남구 수서동,집합,724,광평로,일반상업,업무,25m이상,39.55, ,"23,500",12.0,개인,개인,202507,28,,2000.0,-,중개거래,서울 강남구,,,매칭실패
6754,서울특별시 중구 저동2가,집합,78,수표로,일반상업,업무,25m미만,23.33, ,"13,500",,개인,개인,202507,28,,2007.0,-,직거래,-,,,매칭실패
6755,서울특별시 마포구 노고산동,집합,107-17,백범로,일반상업,업무,25m이상,8.86, ,"4,100",2.0,개인,개인,202507,28,,2006.0,-,중개거래,"서울 마포구, 서울 용산구",,,매칭실패
6756,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.07, ,300,,개인,개인,202507,28,,1998.0,-,직거래,-,,,매칭실패
6757,서울특별시 구로구 구로동,집합,46106,새말로,일반상업,판매,25m이상,10.58, ,"2,000",,개인,개인,202507,28,,2007.0,-,중개거래,서울 구로구,,,매칭실패
6758,서울특별시 강서구 방화동,집합,829-5,금낭화로,준주거,업무,25m미만,26.86, ,"6,800",4.0,개인,개인,202507,28,,1999.0,-,중개거래,서울 강서구,,,매칭실패
6759,서울특별시 종로구 종로5가,집합,314-7,청계천로,일반상업,판매,12m미만,4.01, ,"1,300",,개인,개인,202507,28,,1984.0,-,직거래,-,,,매칭실패
6760,서울특별시 서초구 잠원동,집합,46080,강남대로,제3종일반주거,제1종근린생활,25m이상,121.14, ,"260,000",11.0,개인,개인,202507,28,,2022.0,20251024,중개거래,서울 서초구,,,매칭실패
6761,서울특별시 서초구 잠원동,집합,46080,강남대로,제3종일반주거,제1종근린생활,25m이상,121.14, ,"260,000",11.0,개인,개인,202507,28,,2022.0,-,중개거래,서울 서초구,,,매칭실패
6762,서울특별시 강동구 성내동,집합,610,천호대로,일반상업,업무,25m이상,19.85, ,"18,000",,개인,개인,202507,28,,2024.0,-,중개거래,서울 송파구,,,매칭실패
6763,서울특별시 송파구 송파동,집합,166-4,오금로32길,제3종일반주거,제1종근린생활,25m이상,57.43, ,"60,000",3.0,개인,개인,202507,28,,1985.0,-,중개거래,서울 송파구,,,매칭실패
6764,서울특별시 영등포구 당산동3가,집합,386-11,당산로31길,준공업,제2종근린생활,12m미만,210.12, ,"99,000",,법인,개인,202507,28,,1977.0,-,직거래,-,,,매칭실패
6765,서울특별시 영등포구 당산동3가,집합,386-11,당산로31길,준공업,제1종근린생활,12m미만,288.03, ,"251,000",,법인,개인,202507,28,,1977.0,-,직거래,-,,,매칭실패
6766,서울특별시 관악구 봉천동,집합,1718-6,성현로,제3종일반주거,제2종근린생활,25m미만,225.19, ,"20,000",1.0,개인,개인,202507,28,,2004.0,-,직거래,-,,,매칭실패
6767,서울특별시 금천구 시흥동,집합,986-4,시흥대로,준공업,제1종근린생활,25m이상,30.18, ,"15,000",2.0,개인,개인,202507,27,,1979.0,-,중개거래,서울 금천구,,,매칭실패
6768,서울특별시 은평구 녹번동,집합,33420,은평로21길,제2종일반주거,기타,8m미만,45.87, ,"80,000",12.0,법인,개인,202507,27,,2006.0,-,직거래,-,,,매칭실패
6769,서울특별시 광진구 군자동,집합,355,동일로,준주거,제1종근린생활,25m이상,13.63, ,"17,610",1.0,개인,개인,202507,26,,2024.0,-,중개거래,서울 성동구,,,매칭실패
6770,서울특별시 은평구 녹번동,집합,33420,은평로21길,제2종일반주거,기타,8m미만,56.34, ,"99,000",9.0,법인,개인,202507,26,,2006.0,-,직거래,-,,,매칭실패
6771,서울특별시 은평구 진관동,집합,144,연서로46길,제2종일반주거,제2종근린생활,25m이상,27.91, ,"24,880",,개인,법인,202507,26,,2025.0,-,직거래,-,,,매칭실패
6772,서울특별시 강남구 개포동,집합,652,개포로,제3종일반주거,판매,25m미만,10.93, ,"77,000",,개인,개인,202507,26,,1984.0,-,중개거래,서울 강남구,,,매칭실패
6773,서울특별시 양천구 목동,집합,923,목동서로,일반상업,제2종근린생활,25m이상,13.65, ,"6,500",3.0,개인,개인,202507,26,,1996.0,-,중개거래,서울 양천구,,,매칭실패
6774,서울특별시 은평구 녹번동,집합,33420,은평로21길,제2종일반주거,기타,8m미만,45.87, ,"80,000",1.0,법인,개인,202507,26,,2006.0,-,직거래,-,,,매칭실패
6775,서울특별시 중구 인현동2가,일반,2**,마른내로4가길,일반상업,제2종근린생활,8m미만,62.81,69.4,"105,000",,개인,개인,202507,26,,,-,중개거래,서울 중구,,,매칭실패
6776,서울특별시 강남구 논현동,일반,1**,논현로113길,제3종일반주거,제2종근린생활,12m미만,200.77,218.1,"570,000",,법인,개인,202507,26,,,-,중개거래,서울 강남구,,,매칭실패
6777,서울특별시 강남구 개포동,집합,653,개포로,제3종일반주거,제2종근린생활,25m이상,14.9, ,"100,000",,개인,개인,202507,26,,1984.0,-,중개거래,서울 강남구,,,매칭실패
6778,서울특별시 종로구 돈의동,집합,137,돈화문로5가길,일반상업,판매,8m미만,3.97, ,"1,800",,개인,개인,202507,26,,2004.0,-,직거래,-,,,매칭실패
6779,서울특별시 은평구 녹번동,집합,33420,은평로21길,제2종일반주거,기타,8m미만,56.34, ,"99,000",7.0,법인,개인,202507,26,,2006.0,-,직거래,-,,,매칭실패
6780,서울특별시 광진구 군자동,집합,355,동일로,준주거,제1종근린생활,25m이상,33.97, ,"43,890",1.0,개인,개인,202507,26,,2024.0,-,중개거래,서울 성동구,,,매칭실패
6781,서울특별시 강동구 명일동,집합,257,구천면로,제3종일반주거,제1종근린생활,25m미만,36.9, ,"25,500",,개인,개인,202507,26,지분,,-,중개거래,서울 강동구,,,매칭실패
6782,서울특별시 서초구 방배동,집합,1024-6,방배로,제3종일반주거,제2종근린생활,25m이상,96.05, ,"42,000",3.0,개인,법인,202507,26,,1983.0,-,중개거래,서울 서초구,,,매칭실패
6783,서울특별시 송파구 가락동,집합,서울특별시 동대문구 용두동 112-95번지,서울특별시 동대문구 왕산로16길 27-12 (용두동),제3종일반주거,판매,25m미만,58.32, ,"50,000",,개인,개인,202507,26,,1985.0,-,중개거래,서울 송파구,서울특별시 동대문구 용두동 112-95번지,서울특별시 동대문구 왕산로16길 27-12 (용두동),2단계: 건축년도+연면적
6784,서울특별시 송파구 문정동,집합,634,충민로,유통상업,판매,25m이상,22.68, ,"39,000",,개인,개인,202507,26,,2008.0,-,직거래,-,,,매칭실패
6785,서울특별시 서초구 방배동,집합,1024-6,방배로,제3종일반주거,제2종근린생활,25m이상,135.81, ,"58,000",3.0,개인,법인,202507,26,,1983.0,-,중개거래,서울 서초구,,,매칭실패
6786,서울특별시 서초구 서초동,집합,1445-13,서초중앙로,일반상업,제1종근린생활,25m이상,47.19, ,"27,750",2.0,법인,개인,202507,25,,2006.0,-,중개거래,서울 서초구,,,매칭실패
6787,서울특별시 영등포구 당산동2가,집합,47515,영등포로,준공업,제2종근린생활,25m이상,21.0, ,"8,700",,개인,개인,202507,25,,1987.0,-,중개거래,서울 영등포구,,,매칭실패
6788,서울특별시 송파구 문정동,집합,643-1,법원로,일반상업,업무,25m이상,199.15, ,"230,000",,개인,개인,202507,25,,2016.0,-,중개거래,서울 송파구,,,매칭실패
6789,서울특별시 서초구 서초동,집합,1445-13,서초중앙로,일반상업,제1종근린생활,25m이상,47.19, ,"27,750",2.0,법인,개인,202507,25,,2006.0,-,중개거래,서울 서초구,,,매칭실패
6790,서울특별시 양천구 신월동,일반,서울특별시 도봉구 쌍문동 138-160번지,서울특별시 도봉구 노해로 212 (쌍문동),제2종일반주거,숙박,25m미만,225.46,101.6,"104,500",,개인,개인,202507,25,,1977.0,20250825,중개거래,서울 강남구,서울특별시 도봉구 쌍문동 138-160번지,서울특별시 도봉구 노해로 212 (쌍문동),2단계: 건축년도+연면적
6791,서울특별시 용산구 청파동1가,집합,139-1,청파로,제3종일반주거,제2종근린생활,8m미만,20.46, ,"40,000",3.0,개인,개인,202507,25,,2008.0,-,중개거래,서울 용산구,,,매칭실패
6792,서울특별시 종로구 견지동,일반,서울특별시 종로구 견지동 74-8번지,서울특별시 종로구 우정국로 58 (견지동),일반상업,제2종근린생활,25m이상,529.88,155.4,"700,000",,법인,개인,202507,25,,2004.0,-,중개거래,서울 도봉구,서울특별시 종로구 견지동 74-8번지,서울특별시 종로구 우정국로 58 (견지동),1단계: 정확매칭
6793,서울특별시 중구 신당동,일반,서울특별시 중구 신당동 432-695번지,서울특별시 중구 다산로 69 (신당동),제3종일반주거,업무,25m이상,2664.47,592,"1,330,000",,법인,개인,202507,25,,1992.0,20250820,중개거래,서울 용산구,서울특별시 중구 신당동 432-695번지,서울특별시 중구 다산로 69 (신당동),2단계: 건축년도+연면적
6794,서울특별시 은평구 진관동,집합,100-6,진관2로,준주거,제1종근린생활,25m미만,71.95, ,"54,902",2.0,법인,법인,202507,25,,2015.0,-,중개거래,경기 고양시 덕양구,,,매칭실패
6795,서울특별시 은평구 진관동,집합,100-6,진관2로,준주거,제1종근린생활,25m미만,71.95, ,"54,902",2.0,법인,법인,202507,25,,2015.0,-,중개거래,경기 고양시 덕양구,,,매칭실패
6796,서울특별시 은평구 진관동,집합,100-6,진관2로,준주거,제1종근린생활,25m미만,187.28, ,"142,898",2.0,법인,법인,202507,25,,2015.0,-,중개거래,경기 고양시 덕양구,,,매칭실패
6797,서울특별시 영등포구 여의도동,집합,서울특별시 강북구 미아동 1261-86번지,서울특별시 강북구 숭인로7길 37 (미아동),일반상업,업무,25m미만,39.2, ,"20,000",3.0,개인,법인,202507,25,,1985.0,-,중개거래,서울 영등포구,서울특별시 강북구 미아동 1261-86번지,서울특별시 강북구 숭인로7길 37 (미아동),2단계: 건축년도+연면적
6798,서울특별시 영등포구 여의도동,집합,45-20,,일반상업,업무,25m미만,53.62, ,"48,000",,개인,개인,202507,25,,,-,중개거래,"서울 도봉구, 서울 영등포구",,,매칭실패
6799,서울특별시 종로구 인사동,일반,1**,인사동길,일반상업,제1종근린생활,25m미만,92.56,72.7,"313,000",,개인,개인,202507,25,,,-,직거래,-,,,매칭실패
6800,서울특별시 강서구 마곡동,집합,799-5,마곡중앙로,준주거,업무,25m이상,30.4, ,"20,200",,개인,개인,202507,25,,2019.0,-,중개거래,서울 강서구,,,매칭실패
