NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지,대지위치_표제부,도로명대지위치_표제부,매칭단계
6801,서울특별시 영등포구 영등포동3가,일반,서울특별시 영등포구 영등포동3가 14번지,서울특별시 영등포구 영중로10길 32 (영등포동3가),일반상업,제2종근린생활,12m미만,458.5,145.1,"428,000",,법인,개인,202507,25,,1981.0,-,중개거래,서울 강남구,서울특별시 영등포구 영등포동3가 14번지,서울특별시 영등포구 영중로10길 32 (영등포동3가),2단계: 건축년도+연면적
6802,서울특별시 중구 신당동,일반,서울특별시 중구 신당동 432-695번지,서울특별시 중구 다산로 69 (신당동),제3종일반주거,업무,25m이상,2664.47,592,"1,330,000",,법인,개인,202507,25,,1992.0,-,중개거래,서울 용산구,서울특별시 중구 신당동 432-695번지,서울특별시 중구 다산로 69 (신당동),2단계: 건축년도+연면적
6803,서울특별시 강서구 마곡동,집합,798-2,공항대로,일반상업,제1종근린생활,25m이상,169.56, ,"205,000",2.0,개인,개인,202507,25,,2019.0,-,중개거래,서울 강서구,,,매칭실패
6804,서울특별시 성동구 행당동,일반,서울특별시 성동구 행당동 159-2번지,서울특별시 성동구 마조로3길 10 (행당동),제2종일반주거,제1종근린생활,8m미만,406.47,210,"298,300",,법인,개인,202507,25,,1971.0,-,중개거래,서울 성동구,서울특별시 성동구 행당동 159-2번지,서울특별시 성동구 마조로3길 10 (행당동),2단계: 건축년도+연면적
6805,서울특별시 강남구 대치동,일반,서울특별시 강남구 대치동 913-11번지,서울특별시 강남구 삼성로 345 (대치동),제3종일반주거,판매,25m이상,2239.36,603.6,"3,200,000",,법인,법인,202507,25,,1984.0,-,중개거래,서울 강남구,서울특별시 강남구 대치동 913-11번지,서울특별시 강남구 삼성로 345 (대치동),1단계: 정확매칭
6806,서울특별시 강서구 등촌동,집합,656-58,공항대로45길,일반상업,업무,25m미만,38.57, ,"14,500",2.0,개인,개인,202507,25,,2018.0,-,중개거래,서울 강서구,,,매칭실패
6807,서울특별시 강남구 대치동,일반,서울특별시 중랑구 중화동 300-46번지,서울특별시 중랑구 중랑역로 46 (중화동),제3종일반주거,제2종근린생활,25m이상,434.52,169.5,"662,410",,개인,개인,202507,25,지분,1984.0,-,직거래,-,서울특별시 중랑구 중화동 300-46번지,서울특별시 중랑구 중랑역로 46 (중화동),3단계: 오차범위±10%
6808,서울특별시 강남구 대치동,일반,서울특별시 강남구 대치동 923-26번지,선릉로64길,제3종일반주거,제2종근린생활,8m미만,552.85,225.1,"1,005,000",,법인,개인,202507,25,,2004.0,-,중개거래,서울 강남구,서울특별시 강남구 대치동 923-26번지,,1단계: 정확매칭
6809,서울특별시 은평구 녹번동,집합,33420,은평로21길,제2종일반주거,기타,8m미만,45.87, ,"80,000",4.0,법인,개인,202507,25,,2006.0,-,직거래,-,,,매칭실패
6810,서울특별시 중구 수하동,일반,6*,을지로5길,일반상업,업무,25m미만,55694.62,3749.4,"64,506,000",,법인,법인,202507,25,,,-,직거래,-,,,매칭실패
6811,서울특별시 종로구 낙원동,일반,서울특별시 종로구 낙원동 185-1번지,서울특별시 종로구 수표로22길 14 (낙원동),일반상업,숙박,8m미만,407.45,112.4,"395,000",,개인,개인,202507,25,,2012.0,-,중개거래,서울 종로구,서울특별시 종로구 낙원동 185-1번지,서울특별시 종로구 수표로22길 14 (낙원동),1단계: 정확매칭
6812,서울특별시 용산구 용문동,일반,서울특별시 용산구 용문동 12-15번지,서울특별시 용산구 새창로33길 9 (용문동),제2종일반주거,제2종근린생활,8m미만,99.9,69.4,"140,000",,법인,개인,202507,25,,1996.0,20250917,중개거래,서울 용산구,서울특별시 용산구 용문동 12-15번지,서울특별시 용산구 새창로33길 9 (용문동),1단계: 정확매칭
6813,서울특별시 용산구 한강로2가,집합,15-47,,일반상업,판매,12m미만,14.8, ,"32,000",41.0,법인,개인,202507,25,,,-,중개거래,서울 용산구,,,매칭실패
6814,서울특별시 용산구 용문동,일반,서울특별시 용산구 용문동 12-15번지,서울특별시 용산구 새창로33길 9 (용문동),제2종일반주거,제2종근린생활,8m미만,99.9,69.4,"140,000",,법인,개인,202507,25,,1996.0,-,중개거래,서울 용산구,서울특별시 용산구 용문동 12-15번지,서울특별시 용산구 새창로33길 9 (용문동),1단계: 정확매칭
6815,서울특별시 마포구 공덕동,집합,456,만리재로,일반상업,업무,25m이상,45.86, ,"26,000",22.0,개인,개인,202507,25,,2002.0,-,중개거래,서울 마포구,,,매칭실패
6816,서울특별시 마포구 망원동,일반,서울특별시 마포구 망원동 57-498번지,서울특별시 마포구 월드컵로21길 18 (망원동),제2종일반주거,제2종근린생활,8m미만,181.44,113,"176,000",,법인,개인,202507,25,,1984.0,-,중개거래,서울 강남구,서울특별시 마포구 망원동 57-498번지,서울특별시 마포구 월드컵로21길 18 (망원동),1단계: 정확매칭
6817,서울특별시 은평구 녹번동,집합,33420,은평로21길,제2종일반주거,기타,8m미만,45.87, ,"80,000",5.0,법인,개인,202507,25,,2006.0,-,직거래,-,,,매칭실패
6818,서울특별시 은평구 진관동,집합,100-6,진관2로,준주거,제1종근린생활,25m미만,128.39, ,"97,961",2.0,법인,법인,202507,25,,2015.0,-,중개거래,경기 고양시 덕양구,,,매칭실패
6819,서울특별시 중구 신당동,일반,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),제2종일반주거,제1종근린생활,12m미만,69.64,48.9,"65,715",,개인,개인,202507,24,지분,1969.0,-,직거래,-,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),3단계: 오차범위±10%
6820,서울특별시 중구 신당동,일반,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),제2종일반주거,제1종근린생활,12m미만,69.64,48.9,"65,715",,개인,개인,202507,24,지분,1969.0,-,직거래,-,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),3단계: 오차범위±10%
6821,서울특별시 동대문구 용두동,집합,236-4,,제2종일반주거,제2종근린생활,25m이상,22.8, ,"9,000",1.0,개인,법인,202507,24,,2004.0,-,중개거래,서울 동대문구,,,매칭실패
6822,서울특별시 중구 신당동,일반,2**,다산로36길,제2종일반주거,제1종근린생활,12m미만,20.89,14.67,"19,714",,개인,개인,202507,24,지분,1969.0,-,직거래,-,,,매칭실패
6823,서울특별시 중구 신당동,일반,2**,다산로36길,제2종일반주거,제1종근린생활,12m미만,20.89,14.67,"19,714",,개인,개인,202507,24,지분,,-,직거래,-,,,매칭실패
6824,서울특별시 종로구 당주동,집합,100,세종대로23길,일반상업,업무,25m미만,115.57, ,"76,000",6.0,개인,개인,202507,24,,1983.0,-,중개거래,서울 강남구,,,매칭실패
6825,서울특별시 중구 입정동,집합,280,을지로15길,일반상업,판매,25m미만,30.34, ,"23,975",,개인,법인,202507,24,,2023.0,-,직거래,-,,,매칭실패
6826,서울특별시 서대문구 창천동,일반,서울특별시 서대문구 창천동 31-15번지,서울특별시 서대문구 연세로 32 (창천동),제3종일반주거,제1종근린생활,25m미만,473.72,182.2,"645,000",,개인,법인,202507,24,,1997.0,20251108,중개거래,서울 강남구,서울특별시 서대문구 창천동 31-15번지,서울특별시 서대문구 연세로 32 (창천동),2단계: 건축년도+연면적
6827,서울특별시 중구 을지로6가,집합,18-185,장충단로,일반상업,제1종근린생활,25m이상,24.24, ,"15,000",13.0,개인,개인,202507,24,지분,1998.0,-,직거래,-,,,매칭실패
6828,서울특별시 성북구 동소문동6가,집합,213,동소문로15길,제2종일반주거,제2종근린생활,12m미만,71.65, ,"36,000",3.0,개인,개인,202507,24,,2015.0,-,중개거래,서울 성북구,,,매칭실패
6829,서울특별시 중구 순화동,집합,151,칠패로,일반상업,숙박,25m이상,42.56, ,"25,300",,법인,개인,202507,24,,2007.0,-,중개거래,서울 중구,,,매칭실패
6830,서울특별시 은평구 대조동,집합,240,불광로,일반상업,판매,25m이상,3.96, ,"4,000",,개인,개인,202507,24,,2005.0,-,중개거래,서울 금천구,,,매칭실패
6831,서울특별시 용산구 한강로3가,집합,98,서빙고로,일반상업,업무,25m이상,102.48, ,"163,400",17.0,법인,법인,202507,24,,2020.0,-,직거래,-,,,매칭실패
6832,서울특별시 은평구 대조동,집합,240,불광로,일반상업,판매,25m이상,3.96, ,"4,000",,개인,개인,202507,24,,2005.0,-,중개거래,서울 금천구,,,매칭실패
6833,서울특별시 용산구 한강로3가,집합,98,서빙고로,일반상업,업무,25m이상,56.47, ,"90,000",17.0,법인,법인,202507,24,,2020.0,-,직거래,-,,,매칭실패
6834,서울특별시 중구 신당동,일반,2**,다산로36길,제2종일반주거,제1종근린생활,12m미만,20.89,14.67,"19,714",,개인,개인,202507,24,지분,1969.0,-,직거래,-,,,매칭실패
6835,서울특별시 강남구 대치동,집합,511,삼성로,제1종일반주거,판매,25m이상,20.16, ,"178,000",,개인,개인,202507,24,,1984.0,-,중개거래,서울 강남구,,,매칭실패
6836,서울특별시 영등포구 영등포동3가,집합,46278,영중로,일반상업,제1종근린생활,25m이상,4.96, ,"3,500",20.0,법인,개인,202507,24,,2005.0,-,직거래,-,,,매칭실패
6837,서울특별시 중구 신당동,일반,2**,다산로36길,제2종일반주거,제1종근린생활,12m미만,20.89,14.67,"19,714",,개인,개인,202507,24,지분,1969.0,-,직거래,-,,,매칭실패
6838,서울특별시 구로구 구로동,일반,4**,구로동로,제3종일반주거,제1종근린생활,12m미만,22.74,12.86,"14,000",,법인,개인,202507,24,지분,1984.0,-,중개거래,경기 광명시,,,매칭실패
6839,서울특별시 용산구 한강로3가,집합,98,서빙고로,일반상업,업무,25m이상,64.74, ,"103,200",17.0,법인,법인,202507,24,,2020.0,-,직거래,-,,,매칭실패
6840,서울특별시 구로구 구로동,집합,1258,경인로53길,준공업,업무,25m이상,81.81, ,"53,000",,개인,개인,202507,24,,,-,중개거래,서울 구로구,,,매칭실패
6841,서울특별시 구로구 고척동,집합,27395,중앙로1길,준공업,판매,12m미만,6.96, ,"1,550",1.0,개인,개인,202507,24,,1998.0,-,직거래,-,,,매칭실패
6842,서울특별시 중구 신당동,일반,2**,다산로36길,제2종일반주거,제1종근린생활,12m미만,20.89,14.67,"19,714",,개인,개인,202507,24,지분,1969.0,-,직거래,-,,,매칭실패
6843,서울특별시 중구 명동2가,일반,서울특별시 중구 명동2가 54-37번지,서울특별시 중구 명동6길 6 (명동2가),중심상업,제2종근린생활,8m미만,115.26,45.6,"370,000",,개인,개인,202507,24,,1957.0,-,중개거래,"서울 강남구, 서울 중구",서울특별시 중구 명동2가 54-37번지,서울특별시 중구 명동6길 6 (명동2가),1단계: 정확매칭
6844,서울특별시 영등포구 여의도동,집합,15-13,국회대로68길,일반상업,숙박,12m미만,30.35, ,"52,700",3.0,개인,법인,202507,24,,1999.0,-,직거래,-,,,매칭실패
6845,서울특별시 용산구 원효로3가,집합,183,효창원로16가길,제2종일반주거,제2종근린생활,8m미만,8.78, ,"28,000",1.0,개인,개인,202507,24,,2021.0,-,직거래,-,,,매칭실패
6846,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.88, ,550,,기타,법인,202507,24,,1998.0,20250724,직거래,-,,,매칭실패
6847,서울특별시 광진구 구의동,집합,659,아차산로,제3종일반주거,제2종근린생활,25m이상,63.04, ,"73,000",,개인,개인,202507,24,,2005.0,-,중개거래,서울 광진구,,,매칭실패
6848,서울특별시 광진구 구의동,집합,546-4,광나루로56길,준주거,판매,25m이상,11.88, ,550,,기타,법인,202507,24,,1998.0,20250731,직거래,-,,,매칭실패
6849,서울특별시 용산구 한강로3가,집합,98,서빙고로,일반상업,업무,25m이상,127.33, ,"203,000",17.0,법인,법인,202507,24,,2020.0,-,직거래,-,,,매칭실패
6850,서울특별시 용산구 원효로3가,집합,183,효창원로16가길,제2종일반주거,제2종근린생활,8m미만,9.42, ,"26,000",1.0,개인,개인,202507,24,,2021.0,-,직거래,-,,,매칭실패
6851,서울특별시 용산구 한강로3가,집합,98,서빙고로,일반상업,업무,25m이상,76.24, ,"121,500",17.0,법인,법인,202507,24,,2020.0,-,직거래,-,,,매칭실패
6852,서울특별시 강남구 개포동,집합,652,개포로,제3종일반주거,판매,25m미만,8.35, ,"60,000",20.0,개인,법인,202507,24,,1984.0,-,중개거래,서울 강남구,,,매칭실패
6853,서울특별시 중구 신당동,일반,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),제2종일반주거,제1종근린생활,12m미만,69.64,48.9,"65,715",,개인,개인,202507,24,지분,1969.0,-,직거래,-,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),3단계: 오차범위±10%
6854,서울특별시 종로구 당주동,집합,100,세종대로23길,일반상업,판매,25m미만,30.01, ,"19,500",,개인,법인,202507,24,,1983.0,-,중개거래,서울 종로구,,,매칭실패
6855,서울특별시 성동구 성수동2가,일반,서울특별시 성동구 성수동2가 321-48번지,서울특별시 성동구 성수이로7가길 17 (성수동2가),준공업,제2종근린생활,12m미만,284.34,127.9,"940,000",,법인,법인,202507,24,,1990.0,-,중개거래,서울 강남구,서울특별시 성동구 성수동2가 321-48번지,서울특별시 성동구 성수이로7가길 17 (성수동2가),2단계: 건축년도+연면적
6856,서울특별시 종로구 당주동,집합,100,세종대로23길,일반상업,제2종근린생활,25m미만,31.6, ,"19,500",,개인,법인,202507,24,,1983.0,-,중개거래,서울 종로구,,,매칭실패
6857,서울특별시 중구 신당동,일반,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),제2종일반주거,제1종근린생활,12m미만,69.64,48.9,"65,715",,개인,개인,202507,24,지분,1969.0,-,직거래,-,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),3단계: 오차범위±10%
6858,서울특별시 중구 신당동,일반,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),제2종일반주거,제1종근린생활,12m미만,69.64,48.9,"65,715",,개인,개인,202507,24,지분,1969.0,-,직거래,-,서울특별시 동작구 대방동 17-12번지,서울특별시 동작구 등용로 91 (대방동),3단계: 오차범위±10%
6859,서울특별시 중구 주교동,집합,46041,동호로37길,일반상업,제1종근린생활,12m미만,15.44, ,"18,000",,개인,개인,202507,24,,1976.0,-,중개거래,"서울 성동구, 서울 중구",,,매칭실패
6860,서울특별시 서초구 서초동,집합,1307-7,강남대로61길,일반상업,업무,25m미만,27.75, ,"40,000",,개인,개인,202507,24,,1990.0,-,중개거래,서울 서초구,,,매칭실패
6861,서울특별시 서초구 방배동,일반,서울특별시 마포구 창전동 13-5번지,서울특별시 마포구 서강로 78 (창전동),제2종일반주거,제2종근린생활,25m이상,1386.06,734.4,"2,200,000",,법인,개인,202507,24,,2015.0,-,중개거래,서울 강남구,서울특별시 마포구 창전동 13-5번지,서울특별시 마포구 서강로 78 (창전동),3단계: 오차범위±10%
